Dataset_ID	Accession	Curated_by	Overexpression(OE)_Knockout(KO)_Knockdown(KD)_Other-gene-modulation(OM)_Drug(D)_None(N)_Gene-and-Drug(GD)	Sample_annotation(G=sample_id,T=Term)	Control_samples	Perturbed_samples	Comparison_Requirements	Input_Term	Testing_Condition	Perturbagen_terms	Comments
200155008	GSE155008	Bess	D	T	control	talc				talc;Talc	
200171998	GSE171998	Bess	N								
200161540	GSE161540	Bess	D	T	Con	TTX				tetrodotoxin;TTX	
200133028	GSE133028	Bess	N								
200104547	GSE104547	Bess	KO	T	Wildtype H3K9	AGO1 deletion H3K9				AGO1	
200104547	GSE104547	Bess	KO	T	Wildtype H3K9	CCR4 deletion H3K9				CCR4	
200104547	GSE104547	Bess	OM	T	CCR4 deletion H3K9	CCR4 deletion and feb1 mutant				feb1;Feb1	
200208445	GSE208445	Bess	N								
200255633	GSE255633	Bess	N								
200059611	GSE59611	Bess	D	T	background	Orb2B_overexpressing				hygromycin B	
200070101	GSE70101	Bess	N								
200126027	GSE126027	Bess	OM	T	WT	KS1				Kmt2d	
200179491	GSE179491	Bess	KO	T	WT	KO				Brd4;BRD4	
200144360	GSE144360	Bess	KO	T	WT	KO				miR140;miR-140;MiR140;Mir140	
200166328	GSE166328	Bess	N								
200163007	GSE163007	Bess	OM	T	Col	asil1-1-b				ASIL1;asil1-1	
200163007	GSE163007	Bess	OM	T	Col	asil2-1-b				ASIL2;asil2-1	
200163007	GSE163007	Bess	OM	T	Ler	asil2-2-b				ASIL2;asil2-2	
200213352	GSE213352	Bess	N								
200139321	GSE139321	Bess	D	T	Control	cAMP				CPT-cAMP	
200139321	GSE139321	Bess	KO	T	Parental	ΔSOX10				SOX10	
200196139	GSE196139	Bess	KO	T	Wild-type time 0	KO time 0				Cdc14ab;CDC14A;CDC14	
200196139	GSE196139	Bess	KO	T	Wild-type time 5	KO time 5				Cdc14ab;CDC14A;CDC14	2 time points.
200134098	GSE134098	Bess	N								
200247992	GSE247992	Bess	OM	T		H				H3K36	No controls.
200163232	GSE163232	Bess	D	T	DMSO	8800				H3B-8800;8800	
200099405	GSE99405	Bess	N								
200045137	GSE45137	Bess	N								
200234495	GSE234495	Bess	KO	T	Loxp Chow	Cre Chow				Acot2	
200234495	GSE234495	Bess	KO	T	Loxp Fasted	Cre Fasted				Acot2	
200234495	GSE234495	Bess	KO	T	Loxp HFD	Cre HFD				Acot2	3 different diet plans: regular chow, fasted, and high fat diet.
200142034	GSE142034	Bess	N								
200086381	GSE86381	Bess	N								
200248760	GSE248760	Bess	N								
200173829	GSE173829	Bess	OM	T	WT	VE				V600E	
200101939	GSE101939	Bess	KO	T	WT	KO				H2A.Z;H2AZ	
200211466	GSE211466	Bess	KO	G	"GSM6473055;GSM6473056;GSM6473057;GSM6473058;GSM6473059	"	GSM6473047;GSM6473048;GSM6473049;GSM6473050;GSM6473051				Vhl&Trp53&Rb1	3 genes knocked out simultaneously.
200221569	GSE221569	Bess	N								
200232044	GSE232044	Bess	D	T	Untreated	Baricitinib				Baricitinib;BARI	
200232044	GSE232044	Bess	D	T	Untreated	Upadacitinib				Upadacitinib;UPA	2 different drugs tested.
200207928	GSE207928	Bess	KO	T	3m-Control	3m-GliaKO				ABCA1;Abca1;ATP-binding cassette transporter 1	
200207928	GSE207928	Bess	KO	T	12m-Control	12m-GliaKO				ABCA1;Abca1;ATP-binding cassette transporter 1	2 time points.
200178774	GSE178774	Bess	D	G	GSM5397468;GSM5397469;GSM5397470;GSM5397471	GSM5397472;GSM5397473;GSM5397474;GSM5397475;GSM5397476				testosterone;Testosterone	
200178774	GSE178774	Bess	D	G	GSM5397477;GSM5397478;GSM5397479;GSM5397480;GSM5397481	GSM5397482;GSM5397483;GSM5397484;GSM5397485;GSM5397486				testosterone;Testosterone	2 tissues: liver and muscle.
200250373	GSE250373	Bess	OM	T	wt glucose	∆mftG glucose				MftG;mftG	
200250373	GSE250373	Bess	OM	T	wt ethanol	∆mftG ethanol				MftG;mftG	Both wild-type and experimental incubated in either glucose or ethanol.
200196610	GSE196610	Bess	D	T	Senescence Parkin: Parkin	Senescence Parkin +CCCP				CCCP	
200196610	GSE196610	Bess	KO	T	Empty CRISPR Proliferating	Bax/Bak CRISPR Proliferating				Bax;BAK&Bak;BAX	
200196610	GSE196610	Bess	KO	T	Empty CRISPR Senescent	Bax/Bak CRISPR Senescent				Bax;BAK&Bak;BAX	Fibroblasts were either proliferating or senescent.
200223646	GSE223646	Bess	N								
200075160	GSE75160	Bess	KD	T	mock	ets4				ets-4;ETS-4;Ets-4	
200085591	GSE85591	Bess	KO	T	wt_rep	drpl15b				RP	
200085591	GSE85591	Bess	KO	T	wt_rep	drpl6a				RP	
200085591	GSE85591	Bess	KO	T	wt_rep	drps27b				RP	
200085591	GSE85591	Bess	KO	T	wt_rep	drpl7a				RP	
200085591	GSE85591	Bess	KO	T	wt_rep	drpl9a				RP	
200085591	GSE85591	Bess	OE	T	wt_met	PADH1-GCN4				GCN4	
200085591	GSE85591	Bess	OE	T	wt_ura3	PGAL-GST-GCN4				GCN4	
200085591	GSE85591	Bess	OM	T	wt_met	PADH1-GCN4S242L				GCN4	5 RPKO strains, 2 GCN4 OE strains, 1 GCN4 mutant strain.
200095617	GSE95617	Bess	D	T	HSC_PBS inj-day7	HSC_β-glucan inj-day7				β-glucan	
200095617	GSE95617	Bess	D	T	HSC_PBS inj-day28	HSC_β-glucan inj-day28				β-glucan	
200095617	GSE95617	Bess	D	T	MPP_PBS inj-day28	MPP_β-glucan inj-day28				β-glucan	2 timepoints, 2 cell types.
200095617	GSE95617	Bess	D	T	PBS inj-5FU	β-glucan inj-5FU				β-glucan&5-fluouracil;5-FU	2 drugs administered.
200205992	GSE205992	Bess	N								
200132759	GSE132759	Bess	OE	T	CGRP-C	CGRP-FGFR1				FGFR1;Fgfr1;Fibroblast growth factor receptor 1	
200132759	GSE132759	Bess	OE	T	CGRP-C	CGRP-Mycl				Mycl;mycl	
200118081	GSE118081	Bess	N								
200144830	GSE144830	Bess	D	T	DMSO	TMP269				TMP269	
200235531	GSE235531	Bess	KO	T	cells, Control	KO				Epas1;EPAS1	
200235531	GSE235531	Bess	D	T	Control_	Daprodustat				Daprodustat	
200094594	GSE94594	Bess	D	T	EL	CL				curcumin liposomes	
200094594	GSE94594	Bess	D	G	GSM2479006;GSM2479007;GSM2479008	GSM2479009;GSM2479010;GSM2479011				curcumin liposomes	
200094594	GSE94594	Bess	D	G	GSM2479006;GSM2479007;GSM2479008	GSM2479012;GSM2479013;GSM2479014				calcitriol liposomes	
200033178	GSE33178	Bess	N								
200198147	GSE198147	Bess	D	T	A549-AtRDR1(-)Dox	A549-AtRDR1(+)Dox				Dox	
200198147	GSE198147	Bess	D	T	A549-OsRDR1(-)Dox	A549-OsRDR1(+)Dox				Dox	
200198147	GSE198147	Bess	D	T	HCT116-OsRDR1(-)Dox	HCT116-OsRDR1(+)Dox				Dox	
200198147	GSE198147	Bess	D	T	HepG2-AtRDR1(-)Dox	HepG2-AtRDR1(+)Dox				Dox	
200198147	GSE198147	Bess	D	T	HepG2-OsRDR1(-)Dox	HepG2-OsRDR1(+)Dox				Dox	
200198147	GSE198147	Bess	D	T	HeLa-AtRDR1(-)Dox	HeLa-AtRDR1(+)Dox				Dox	
200198147	GSE198147	Bess	D	T	HeLa-OsRDR1(-)Dox	HeLa-OsRDR1(+)Dox				Dox	
200198147	GSE198147	Bess	D	T	H1299-AtRDR1(-)Dox	H1299-AtRDR1(+)Dox				Dox	
200198147	GSE198147	Bess	D	T	H1299-OsRDR1(-)Dox	H1299-OsRDR1(+)Dox				Dox	
200198147	GSE198147	Bess	D	T	Jurkat-AtRDR1(-)Dox	Jurkat-AtRDR1(+)Dox				Dox	
200198147	GSE198147	Bess	D	T	K562-AtRDR1(-)Dox	K562-AtRDR1(+)Dox				Dox	
200198147	GSE198147	Bess	D	T	K562-OsRDR1(-)Dox	K562-OsRDR1(+)Dox				Dox	
200198147	GSE198147	Bess	D	T	NIH/3T3-AtRDR1(-)Dox	NIH/3T3-AtRDR1(+)Dox				Dox	
200198147	GSE198147	Bess	D	T	NIH/3T3-OsRDR1(-)Dox	NIH/3T3-OsRDR1(+)Dox				Dox	
200198147	GSE198147	Bess	D	T	RPE-1-AtRDR1(-)Dox	RPE-1-AtRDR1(+)Dox				Dox	
200198147	GSE198147	Bess	D	T	RPE-1-OsRDR1(-)Dox	RPE-1-OsRDR1(+)Dox				Dox	
200198147	GSE198147	Bess	D	T	WPMY-1-AtRDR1(-)Dox	WPMY-1-AtRDR1(+)Dox				Dox	
200198147	GSE198147	Bess	D	T	WPMY-1-OsRDR1(-)Dox	WPMY-1-OsRDR1(+)Dox				Dox	2 species, 10 cell lines.
200198147	GSE198147	Bess	GD	T	A549-WT	A549-AtRDR1(+)Dox				Dox&RDR1	
200198147	GSE198147	Bess	GD	T	A549-WT	A549-OsRDR1(+)Dox				Dox&RDR1	
200198147	GSE198147	Bess	GD	T	HCT116-WT	HCT116-OsRDR1(+)Dox				Dox&RDR1	
200198147	GSE198147	Bess	GD	T	HepG2-WT	HepG2-AtRDR1(+)Dox				Dox&RDR1	
200198147	GSE198147	Bess	GD	T	HepG2-WT	HepG2-OsRDR1(+)Dox				Dox&RDR1	
200198147	GSE198147	Bess	GD	T	HeLa-WT	HeLa-AtRDR1(+)Dox				Dox&RDR1	
200198147	GSE198147	Bess	GD	T	HeLa-WT	HeLa-OsRDR1(+)Dox				Dox&RDR1	
200198147	GSE198147	Bess	GD	T	H1299-WT	H1299-AtRDR1(+)Dox				Dox&RDR1	
200198147	GSE198147	Bess	GD	T	H1299-WT	H1299-OsRDR1(+)Dox				Dox&RDR1	
200198147	GSE198147	Bess	GD	T	Jurkat-WT	Jurkat-AtRDR1(+)Dox				Dox&RDR1	
200198147	GSE198147	Bess	GD	T	K562-WT	K562-AtRDR1(+)Dox				Dox&RDR1	
200198147	GSE198147	Bess	GD	T	K562-WT	K562-OsRDR1(+)Dox				Dox&RDR1	
200198147	GSE198147	Bess	GD	T	NIH/3T3-WT	NIH/3T3-AtRDR1(+)Dox				Dox&RDR1	
200198147	GSE198147	Bess	GD	T	NIH/3T3-WT	NIH/3T3-OsRDR1(+)Dox				Dox&RDR1	
200198147	GSE198147	Bess	GD	T	RPE-1-WT	RPE-1-AtRDR1(+)Dox				Dox&RDR1	
200198147	GSE198147	Bess	GD	T	RPE-1-WT	RPE-1-OsRDR1(+)Dox				Dox&RDR1	Dual drug and gene pertubation.
200198147	GSE198147	Bess	OE	T	A549-WT (+)Dox-xenograft	A549-RDR1-Mut (+)Dox-xenograft				RDR1	
200198147	GSE198147	Bess	OE	T	A549-WT (+)Dox-xenograft	A549-AtRDR1 (+)Dox-xenograft				RDR1	
200198147	GSE198147	Bess	OE	T	A549-WT (+)Dox-xenograft	A549-OsRDR1 (+)Dox-xenograft				RDR1	
200198147	GSE198147	Bess	OE	T	H1299-WT (+)Dox-xenograft	H1299-RDR1-Mut (+)Dox-xenograft				RDR1	
200198147	GSE198147	Bess	OE	T	H1299-WT (+)Dox-xenograft	H1299-OsRDR1 (+)Dox-xenograft				RDR1	
200198147	GSE198147	Bess	OE	T	PC-3-WT (+)Dox-xenograft	PC-3-RDR1-Mut (+)Dox-xenograft				RDR1	
200198147	GSE198147	Bess	OE	T	PC-3-WT (+)Dox-xenograft	PC-3-OsRDR1 (+)Dox-xenograft				RDR1	
200198147	GSE198147	Bess	OE	T	Jurkat-Vector (+)Dox-xenograft	Jurkat-RDR1-Mut (+)Dox-xenograft				RDR1	
200198147	GSE198147	Bess	OE	T	Jurkat-Vector (+)Dox-xenograft	Jurkat-AtRDR1 (+)Dox-xenograft				RDR1	
200198147	GSE198147	Bess	OE	T	NALM6-Vector (+)Dox-xenograft	NALM6-RDR1-Mut (+)Dox-xenograft				RDR1	
200198147	GSE198147	Bess	OE	T	NALM6-Vector (+)Dox-xenograft	NALM6-OsRDR1 (+)Dox-xenograft				RDR1	5 cell lines.
200198147	GSE198147	Bess	OE	T	A549 (R-WT)-nano	A549 (R-Mut)-nano				RDR1	
200198147	GSE198147	Bess	OE	T	A549 (R-WT)-nano	A549 (R-PE)-nano				RDR1	
200198147	GSE198147	Bess	OE	T	HeLa (R-WT)-nano	HeLa (R-Mut)-nano				RDR1	
200198147	GSE198147	Bess	OE	T	HeLa (R-WT)-nano	HeLa (R-PE)-nano				RDR1	RDR1 delivered via nanoparticles.
200198147	GSE198147	Bess	OE	T	A549--WT	A549-OsRDR1-AAV				RDR1	
200198147	GSE198147	Bess	OE	T	A549--WT	HeLa-AtRDR1 (-)Dox				RDR1	
200198147	GSE198147	Bess	GD	T	A549--WT	HeLa-AtRDR1 (+)Dox				Dox&RDR1	
200198147	GSE198147	Bess	D	T	HeLa-AtRDR1 (-)Dox	HeLa-AtRDR1 (+)Dox			 	Dox	
200198147	GSE198147	Bess	OE	T	H1299--WT	H1299-AtRDR1 (-)Dox				RDR1	
200198147	GSE198147	Bess	GD	T	H1299--WT	H1299-AtRDR1 (+)Dox				Dox&RDR1	
200198147	GSE198147	Bess	D	T	H1299-AtRDR1 (-)Dox	H1299-AtRDR1 (+)Dox				Dox	
200198147	GSE198147	Bess	OE	T	K562--WT	K562-AtRDR1 (-)Dox				RDR1	
200198147	GSE198147	Bess	GD	T	K562--WT	K562-AtRDR1 (+)Dox				Dox&RDR1	
200198147	GSE198147	Bess	D	T	K562-AtRDR1 (-)Dox	K562-AtRDR1 (+)Dox				Dox	
200198147	GSE198147	Bess	D	T	DMSO	Palb				palbociclib	
200199226	GSE199226	Bess	N								
200173713	GSE173713	Bess	D	T	veh	cyclo				HPβCD;HPBCD	
200228264	GSE228264	Bess	N								
200181504	GSE181504	Bess	D	G	GSM5503690;GSM5503694	GSM5503692;GSM5503696				MSG;monosodium glutamate	
200181504	GSE181504	Bess	D	G	GSM5503697;GSM5503700	GSM5503703;GSM5503706				MSG;monosodium glutamate	
200181504	GSE181504	Bess	D	G	GSM5503698;GSM5503701;	"GSM5503704;GSM5503707	"				MSG;monosodium glutamate	
200181504	GSE181504	Bess	D	G	GSM5503689;GSM5503693	GSM5503691;GSM5503695				MSG;monosodium glutamate	
200181504	GSE181504	Bess	D	G	GSM5503702;GSM5503699	GSM5503708;GSM5503705				MSG;monosodium glutamate	
200181504	GSE181504	Bess	D	G	GSM5503710;GSM5503714	GSM5503712;GSM5503716				MSG;monosodium glutamate	
200181504	GSE181504	Bess	D	G	GSM5503717;GSM5503720	"GSM5503723;GSM5503726	"				MSG;monosodium glutamate	
200181504	GSE181504	Bess	D	G	GSM5503718;GSM5503721	GSM5503724;GSM5503725;GSM5503727				MSG;monosodium glutamate	
200181504	GSE181504	Bess	D	G	GSM5503709;GSM5503713	GSM5503711;GSM5503715				MSG;monosodium glutamate	
200181504	GSE181504	Bess	D	G	GSM5503719;GSM5503722	GSM5503728				MSG;monosodium glutamate	2 cell lines, 5 timepoints
200250148	GSE250148	Bess	N								
200178884	GSE178884	Bess	KO	T	WT cold	Mettl3 cko cold		input		METTL3	
200205777	GSE205777	Bess	D	T	VEH	sulforaphane				DL-sulforaphane	
200205777	GSE205777	Bess	D	T	VEH	Tucidinostate				Tucidinostat	2 drugs used.
200214291	GSE214291	Bess	N								
200210778	GSE210778	Bess	KD	T	NS	375				Kruppel-like Factor 5	
200097404	GSE97404	Bess	N								
200133067	GSE133067	Bess	D	T	YC0	YC1				YPD;rich microbial media	
200133067	GSE133067	Bess	D	T	YC0	YC2				YPD;rich microbial media	
200133067	GSE133067	Bess	D	T	YC0	YC3				YPD;rich microbial media	
200133067	GSE133067	Bess	D	T	YC0	YC4				YPD;rich microbial media	
200133067	GSE133067	Bess	D	T	YC0	YH1				YPD;rich microbial media	
200133067	GSE133067	Bess	D	T	YC0	YH2				YPD;rich microbial media	
200133067	GSE133067	Bess	D	T	YC0	YH3				YPD;rich microbial media	
200133067	GSE133067	Bess	D	T	YC0	YH4				YPD;rich microbial media	
200133067	GSE133067	Bess	D	T	YC0	RC1				RPMI + serum;RPMI	
200133067	GSE133067	Bess	D	T	YC0	RC2				RPMI + serum;RPMI	
200133067	GSE133067	Bess	D	T	YC0	RC3				RPMI + serum;RPMI	
200133067	GSE133067	Bess	D	T	YC0	RC4				RPMI + serum;RPMI	
200133067	GSE133067	Bess	D	T	YC0	RH1				RPMI + serum;RPMI	
200133067	GSE133067	Bess	D	T	YC0	RH2				RPMI + serum;RPMI	
200133067	GSE133067	Bess	D	T	YC0	RH3				RPMI + serum;RPMI	
200133067	GSE133067	Bess	D	T	YC0	RH4				RPMI + serum;RPMI	There are 4 timepoints, 2 temperatures. 
200102139	GSE102139	Bess	N								
200236475	GSE236475	Bess	KO	T	D0-TSC	D0-A11				ADM;Adrenomedullin	
200236475	GSE236475	Bess	KO	T	EVT	A11-E				ADM;Adrenomedullin	
200236475	GSE236475	Bess	KO	T	ST	A11-S				ADM;Adrenomedullin	2 different cell types.
200198556	GSE198556	Bess	N								
200255484	GSE255484	Bess	D	T	control	anti-CTLA-4				anti-CTLA-4	
200211945	GSE211945	Bess	KD	T	pLKO	SMAD3KD				SMAD3	
200128515	GSE128515	Bess	D	T	LNCAP-DMSO	LNCAP-E7107				E7107	
200128515	GSE128515	Bess	D	T	PC3-DMSO	PC3-E7107				E7107	
200128515	GSE128515	Bess	D	T	LAPC9-AI-Veh	LAPC9-AI-E7107				E7107	
200128515	GSE128515	Bess	D	T	PC3-T-Veh	PC3-T-E7107				E7107	DMSO/vehicle control.
200247720	GSE247720	Bess	KO	T	Control	shDHX15-				DHX15	
200247720	GSE247720	Bess	OE	T	shDHX15-	shDHX15+MYC				MYC	
200219699	GSE219699	Bess	KO	T		HepG2				SCAF8	No controls.
200090020	GSE90020	Bess	KO	T	WT_INP	"
KO_INP"				Phf8	
200090020	GSE90020	Bess	KO	T	WT_H3K4me1	KO_H3K4me1				Phf8	
200090020	GSE90020	Bess	KO	T	WT_H3K4me3	KO_H3K4me3				Phf8	
200090020	GSE90020	Bess	KO	T	WT H3K27me2	"
KO_H3K27me2"				Phf8	
200090020	GSE90020	Bess	KO	T	WT H3K9me2	KO_H3K9me2				Phf8	Multiple cell lines.
200090020	GSE90020	Bess	KO	T	ESC_WT	ESC_KO				Phf8	
200090020	GSE90020	Bess	KO	T	NPC_WT	NPC_KO				Phf8	
200090020	GSE90020	Bess	KO	T	STR_WT	STR_KO				Phf8	
200090020	GSE90020	Bess	KO	T	PFC_WT	PFC_KO				Phf8	Multiple cell types.
200063475	GSE63475	Bess	KD	T	dicer1	mock				Dicer;DICER1;dicer1	
200214558	GSE214558	Bess	OM	T	AAVS1	SUPT5H				SUPT5H	
200215756	GSE215756	Bess	N								
200174713	GSE174713	Bess	N								
200262427	GSE262427	Bess	KO	T	WT_LDL	KO_LDL				WEE1	
200262427	GSE262427	Bess	KO	G	GSM8169508;GSM8169509;GSM8169510	GSM8169511;GSM8169512;GSM8169513				WEE1	There was a drug treatment of oxLDL used for one set of controls/KO.
200188659	GSE188659	Bess	KO	T	WT	KO				TBK1;Tbk1;Tank-binding kinase-1	
200165450	GSE165450	Bess	KO	T	D24_scr	D24_si				CDH18	
200070542	GSE70542	Bess	KO	T	CT	KO				Ptf1a;PTF1A	
200148572	GSE148572	Bess	D	T	DMSO	zeocin				zeocin	
200056888	GSE56888	Bess	N								
200196597	GSE196597	Bess	KD	T		GFP				LAMC2	
200196597	GSE196597	Bess	KD	T		sh2				LAMC2	No controls, LAMC2 was depleted using 2 different shRNAs.
200190607	GSE190607	Bess	N								
200174753	GSE174753	Bess	N								
200239979	GSE239979	Bess	N								
200149523	GSE149523	Bess	D	G	GSM4504427;GSM4504428;GSM4504429	GSM4504424;GSM4504425;GSM4504426				Dox;dox	
200149523	GSE149523	Bess	D	G	GSM4504433;GSM4504434;GSM4504435	GSM4504430;GSM4504431;GSM4504432				Dox;dox	
200149523	GSE149523	Bess	KD	G	GSM4504433;GSM4504434;GSM4504435	GSM4504427;GSM4504428;GSM4504429				MCM7	
200149523	GSE149523	Bess	KD	G	GSM4504430;GSM4504431;GSM4504432	GSM4504424;GSM4504425;GSM4504426				MCM7	
200149523	GSE149523	Bess	D	T	A375_sh_NT	A375_sh_Dox				Dox;dox	
200149523	GSE149523	Bess	D	T	A375_wt_NT	A375_wt_Dox				Dox;dox	
200149523	GSE149523	Bess	KD	T	A375_wt_NT	A375_sh_NT				MCM7	
200149523	GSE149523	Bess	KD	T	A375_wt_Dox	A375_sh_Dox				MCM7	3 experimental variables: MCM7 KD/wt, Dox/no Dox, 2 cell lines.
200199429	GSE199429	Bess	N								
200088856	GSE88856	Bess	KO	T	rose.epithelium.rep	JNK.epithelium.rep				JNK;Jnk;cJUN NH2-terminal kinase	
200088856	GSE88856	Bess	KO	T	rose.epithelium.susp	JNK.epithelium.susp				JNK;Jnk;cJUN NH2-terminal kinase	Cell cultures are suspended/attached.
200081949	GSE81949	Bess	N								
200194371	GSE194371	Bess	N								
200121092	GSE121092	Bess	OE	T	U251_CT	U251_N5				NANEP5	
200121092	GSE121092	Bess	OE	T	U87_CT	U87_N5				NANEP5	2 cell lines.
200241934	GSE241934	Bess	N								
200241852	GSE241852	Bess	D	T	MCF10A_NEO_NT	MCF10A_NEO_PolyIC				Poly IC;PolyIC;polyIC	
200241852	GSE241852	Bess	D	T	MCF10A_GRHL2KO_NT	MCF10A_GRHL2KO_PolyIC				Poly IC;PolyIC;polyIC	
200241852	GSE241852	Bess	KO	T	MCF10A_NEO_NT	MCF10A_GRHL2KO_NT				GRHL2;Grainyhead-like-2	
200241852	GSE241852	Bess	KO	T	MCF10A_NEO_PolyIC	MCF10A_GRHL2KO_PolyIC				GRHL2;Grainyhead-like-2	
200113210	GSE113210	Bess	N								
200133433	GSE133433	Bess	N								
200098248	GSE98248	Bess	D	T	CTRL	6 hours				Tetracycline;tetracycline	
200098248	GSE98248	Bess	D	T	CTRL	12 hours				Tetracycline;tetracycline	
200098248	GSE98248	Bess	D	T	CTRL	18 hours				Tetracycline;tetracycline	
200098248	GSE98248	Bess	D	T	CTRL	24 hours				Tetracycline;tetracycline	
200098248	GSE98248	Bess	D	T	CTRL	30 hours				Tetracycline;tetracycline	
200098248	GSE98248	Bess	D	T	CTRL	36 hours				Tetracycline;tetracycline	
200098248	GSE98248	Bess	D	T	CTRL	42 hours				Tetracycline;tetracycline	
200098248	GSE98248	Bess	D	T	CTRL	48 hours				Tetracycline;tetracycline	
200098248	GSE98248	Bess	D	T	CTRL	54 hours				Tetracycline;tetracycline	
200098248	GSE98248	Bess	D	T	CTRL	60 hours				Tetracycline;tetracycline	
200098248	GSE98248	Bess	D	T	CTRL	66 hours				Tetracycline;tetracycline	
200098248	GSE98248	Bess	D	T	CTRL	72 hours				Tetracycline;tetracycline	
200098248	GSE98248	Bess	D	T	CTRL	78 hours				Tetracycline;tetracycline	
200098248	GSE98248	Bess	D	T	CTRL	84 hours				Tetracycline;tetracycline	
200098248	GSE98248	Bess	D	T	CTRL	90 hours				Tetracycline;tetracycline	15 timepoints.
200135198	GSE135198	Bess	KO	G	GSM3993382;GSM3993383;GSM3993384	GSM3993388;GSM3993389;GSM3993390				LDLR&ob	Dual Peturbation.
200135198	GSE135198	Bess	KO	T	"
WT ACE-I"	DKO ACE-I				LDLR&ob	
200135198	GSE135198	Bess	KO	T	WT_HPC	DKO_HPC				LDLR&ob	
200135198	GSE135198	Bess	D	T	WT ACE-I_HPC	WT_HPC				captopril;ACE-inhibitor;ACE-I	
200135198	GSE135198	Bess	KO	T	WT ACE-I_HPC	DKO ACE-I_HPC				LDLR&ob	
200135198	GSE135198	Bess	D	G	GSM3993382;GSM3993383;GSM3993384	GSM3993385;GSM3993386;GSM3993387				captopril;ACE-inhibitor;ACE-I	
200135198	GSE135198	Bess	D	G	GSM3993388;GSM3993389;GSM3993390	GSM3993391;GSM3993392;GSM3993393				captopril;ACE-inhibitor;ACE-I	
200135198	GSE135198	Bess	D	T	DKO_HPC 	DKO ACE-I_HPC				captopril;ACE-inhibitor;ACE-I	
200135198	GSE135198	Bess	D	T	WT_HPC	WT ACE-I_HPC				captopril;ACE-inhibitor;ACE-I	3 experimental variables: ACE-I/no ACE-1, DKO/no DKO, HPC/no HPC (preconditioning).
200152489	GSE152489	Bess	N								
200101117	GSE101117	Bess	N								
200103169	GSE103169	Bess	OM	T	WT	mutant				Wwtr1;wwtr1	
200219958	GSE219958	Bess	KO	T		HepG2				CARHSP1	No controls.
200188821	GSE188821	Bess	N								
200197858	GSE197858	Bess	N								
200074019	GSE74019	Bess	OE	G	GSM1908214	GSM1908215				Hhex	
200074019	GSE74019	Bess	OE	G	GSM1908217	GSM1908218				Hhex	
200074019	GSE74019	Bess	OE	G	GSM1908220	GSM1908221				Hhex	
200074019	GSE74019	Bess	KO	G	GSM1908213	GSM1908214				Hhex	
200074019	GSE74019	Bess	KO	G	GSM1908216	GSM1908217				Hhex	
200074019	GSE74019	Bess	KO	G	GSM1908219	GSM1908220				Hhex	Tamoxifen is an important inducer of the KO, however it is not mentioned in the study/sample description.
200101167	GSE101167	Bess	KD	T	NT	siL3				CD95L	
200134757	GSE134757	Bess	N								
200140266	GSE140266	Bess	D	T	Control	DMaKG				DM-aKG;DMaKG	
200155306	GSE155306	Bess	KD	T	WT	MYB134R				MYB134	
200226273	GSE226273	Bess	D	T	WT	Model				Na2SeO3	
200201421	GSE201421	Bess	OE	T	untreated 6	cdN mRNA treated 6				cdN	
200201421	GSE201421	Bess	OE	T	untreated 6	NT5M mRNA treated 6				NT5M	
200201421	GSE201421	Bess	OE	T	untreated 6	CT treated				CT	
200201421	GSE201421	Bess	OE	T	untreated 12	cdN mRNA treated 12				cdN	
200201421	GSE201421	Bess	OE	T	untreated 12	NT5M mRNA treated 12				NT5M	
200201421	GSE201421	Bess	OE	T	untreated 12	CT treated 12				CT	
200201421	GSE201421	Bess	OE	T	untreated 24	cdN mRNA treated 24				cdN	
200201421	GSE201421	Bess	OE	T	untreated 24	NT5M mRNA treated 24				NT5M	
200201421	GSE201421	Bess	OE	T	untreated 24	CT treated 24				CT	Encoded by mRNA, not DNA; 3 timepoints.
200104445	GSE104445	Bess	KO	T	293T-34a	4-24-34a				Dicer	
200104445	GSE104445	Bess	KO	T	293T-124	4-24-124				Dicer	
200104445	GSE104445	Bess	KO	T	293T-MSA	4-24-MSA				Dicer	
200104445	GSE104445	Bess	OE	T	293T-MSA	293T-124				miR-34a-3p	
200104445	GSE104445	Bess	OE	T	293T-MSA	293T-34a				miR-34a-5p	
200104445	GSE104445	Bess	OE	T	4-24-MSA	4-24-124a				miR-34a-3p	
200104445	GSE104445	Bess	OE	T	4-24-MSA	"
4-24-34a"				miR-34a-5p	2 cell types, 2 miR treatments, 1 control.
200156634	GSE156634	Bess	N								
200053450	GSE53450	Bess	N								
200115404	GSE115404	Bess	N								
200175245	GSE175245	Bess	N								
200101340	GSE101340	Bess	D	T	WT veh	WT TMX				Tamoxifen	
200101340	GSE101340	Bess	D	T	G17V veh	G17V TMX				Tamoxifen	
200101340	GSE101340	Bess	OE	T	WT veh	G17V veh				RhoA G17V;Rhoaco-G17V;RhoAG17V	
200101340	GSE101340	Bess	OE	T	WT TMX	G17V TMX				RhoA G17V;Rhoaco-G17V;RhoAG17V	
200264589	GSE264589	Bess	D	T	ntg_vehicle	ntg_TNF				TNFα;tumor necrosis factor α;TNFa	
200264589	GSE264589	Bess	D	T	PIAS1KO_vehicle	PIAS1KO_TNF				TNFα;tumor necrosis factor α;TNFa	
200264589	GSE264589	Bess	KO	T	ntg_vehicle	PIAS1KO_vehicle				PIAS1	
200264589	GSE264589	Bess	KO	T	ntg_TNF	PIAS1KO_TNF				PIAS1	
